workerId,beta,eta_s,eta_r,decay,negllh
15,21.10776588082453,0.1318551571933729,0.12586958001044118,0.411258752999232,999.7829946429235
36,52.276546244472534,0.08635563801478212,0.31045226115384505,0.0,491.34309069835433
90,36.406569262899204,0.04011229161882635,0.0198068123560618,0.5513977066113471,1541.62276102853
3,28.77105544194561,0.062228273151810724,1.0,0.5190605239999213,1097.593583836243
57,24.960825035720358,0.06870440251582033,0.0,0.21969640471819527,1397.463220881689
87,19.953960968265054,0.16132582872952642,0.030565969258542436,0.3761469515362184,1374.1122387890725
54,25.14040904145419,0.17312211174608064,0.020431025023416254,0.04097799537677318,865.5876381497127
2,13.97173060588435,0.09965209451400668,0.06774094854471943,0.5604552529379476,1669.6478140940014
96,30.8534031990063,0.0802065625528601,0.03795572563446602,0.5732165822450516,1173.9564485246076
67,16.994093720125868,0.12245685239195088,0.024210425395709504,0.019231759836174988,1530.1829483000033
105,30.986435870794786,0.0613262537509585,0.0,0.09841426010409694,1096.0675576829717
29,24.171766558448248,0.056806324702724724,0.006514557684672258,0.3418917970175601,1550.952356902451
59,16.28815301252698,0.13316243408521858,0.02567393489273015,0.34661788685272377,1591.5494891588382
20,24.39180116481196,0.06944924208356372,0.019443823840397768,0.33500388512234697,1632.8145710243716
39,16.89129275541999,0.1087748563143499,0.8563201597640532,0.3721276117472519,1486.2531989855054
103,44.07173115395834,0.10452803516271514,0.2638194293721461,0.07450809846554877,525.164397812511
7,23.997545098778833,0.08954942361828122,0.02759593763680753,0.4753066060358594,1393.6942926608326
12,37.247210528048896,0.0681384666704112,0.005696777637624157,0.4393009370007809,1092.6809881590298
82,28.831634990744423,0.1204725141199394,0.00010343812750068702,0.17343396192258578,987.9690867792224
16,25.335034181811718,0.08261871262022819,0.008780781624560616,0.11991323200756245,1373.1899054545313
62,19.02975207694487,0.05726395869681746,0.016400186672070164,0.4449370354311464,1944.9327670883288
35,25.82285782621416,0.08249470244685048,0.057181749266458574,0.5097718241000028,1095.0777417204918
69,24.65486082769691,0.14050875481854827,0.2344934949601286,0.2696350863411126,975.1254251091133
30,38.9295579759164,0.04426270389984074,0.063947759132832,0.20155547230563528,857.894629300165
53,21.561254212789038,0.06904021028502104,0.04353274376199806,0.3336712917634955,1487.8075211274966
19,18.034638989957173,0.11784370696666388,0.09808706926518876,0.19826890217946505,1397.6090846871161
6,34.6977395342474,0.1285097340695518,1.0,0.0,679.4344420506658
102,38.53741316764854,0.02941275193652787,0.018344957627469592,0.4995294671643351,1380.9410492209784
9,25.56580315438845,0.07518505676121426,0.09321678285648614,0.0,1298.9920810281606
21,15.143477053138625,0.13775329581758186,0.07522861958465694,0.5495239947914277,1528.5751647099826
78,12.570466135932882,0.1775898600765471,0.02338282136336137,0.23019483690505765,1487.7776626346729
8,26.22493059751595,0.07856665797463896,0.04071330960105885,0.40063059482035895,1461.4285072688967
60,24.363596025914106,0.11076268063077274,0.024095491118726192,0.376177318878293,1225.038683460598
106,28.862828864863644,0.08460416911937121,0.06677131521112589,0.3183059169143378,1022.628480691082
74,25.50160867753826,0.12070507380757785,0.004857223754170839,0.4658897486602371,957.0229854581391
72,24.966065115374953,0.17225154815759808,0.4900755981745532,0.2936477335211455,817.1140535551071
45,19.39797475739334,0.13376008515243626,0.023032347927288217,0.0634615673185659,1468.4016069618701
1,44.18461314351528,0.05452652468943334,0.005498739988156702,0.22291489181971602,1266.995178433609
88,22.542714441956267,0.057617848929949526,0.013384586572915958,0.3875817218235782,1511.4035924549896
56,26.050858751816868,0.11235050259213464,0.06050298940205812,0.5684744961629392,999.1686002005763
38,14.603415426598179,0.14398068013802226,0.03648854143446556,0.35306523973896703,1552.2893255832873
10,19.017820433622532,0.09197484844348257,0.03540177909099868,0.4527419137689418,1659.8727697793615
58,20.051572319704352,0.08642314842290681,0.030386458462138964,0.5261871509450292,1452.7273604183135
41,30.47451458740453,0.1219923467841545,0.3353204111861177,0.115274345049974,761.7520666304837
73,22.005904033913094,0.11705362456711893,0.055467820069891136,0.4253321812102005,1105.6506394190492
23,22.94936152383925,0.07577485101574437,0.4585043951371103,0.33494741803844513,1386.566665808933
64,207.5272029547747,0.009502875380282678,0.0004411994714547915,0.32345488599550154,1365.7625922873026
49,36.69145605308046,0.06794064044835396,0.01900696803417385,0.24869850197684296,960.4831200049666
95,31.57890912496685,0.08799680549313564,0.016411193310788632,0.3351733623866988,1322.4744260855928
55,32.262190788809306,0.07629234176293068,0.0,0.32708726239716746,1225.311392391367
14,40.155314274145724,0.061296870832013364,0.0036547636921285937,0.42060028562771423,995.1938585477264
76,25.30761131463173,0.11507880161774295,0.03191855340352319,0.4117831884820829,1210.3088222458314
70,21.990471962412162,0.07120179936082109,0.024499394245404604,0.4724096560579984,1626.3037168326173
5,16.929373635298393,0.13132546739041434,0.026258540276203297,0.2159370090476482,1530.0523079600484
65,37.46428143567592,0.10694711443166144,0.020338042330313413,0.0,636.0140860003808
92,17.538962268520287,0.1004956546894648,0.04484239900310885,0.4075071593422892,1545.1382662006754
100,19.888461836653725,0.08747088188710375,0.03105997691020016,0.42565138821970616,1499.02765823953
34,23.98725060135434,0.13397798641395162,0.013545392207700905,0.21315206415478025,1444.1759373257626
63,27.2628665403842,0.11793696257015825,0.001636750607492631,0.0865512497931826,1015.1341134886256
93,28.808050202249962,0.11091651359815796,0.0061069197370782645,0.30560952988457496,1120.2512210630366
68,26.865772576424288,0.05426935521720157,0.02713852525270249,0.1855618012569676,1400.0567808149308
91,27.75313687168339,0.07588171629250097,0.0010659616017094204,0.3845073737352168,1090.8872103124697
83,16.97350819490818,0.13083740605057034,0.035670338975672566,0.3937689515507953,1629.17214608007
46,30.093389023473158,0.045959502688684005,0.02642379457572916,0.5542779490587533,1548.5060596701885
101,26.924988069641053,0.10556791502384798,0.03252407375169638,0.28272040737764736,1133.0072044163217
47,43.703975345930665,0.04838768921426029,0.010998798322775052,0.283674978030101,1403.719901065654
71,27.984353037518353,0.08670188158444175,0.031142450309855525,0.5118014169926332,1154.460792898911
4,26.55259925691948,0.09914881801328146,0.010826717217424424,0.06776820665783505,1102.367329726338
11,27.739535012905012,0.07554868588645923,0.9773620544786692,0.0,1042.002912783008
94,16.453297407579495,0.08029639833015767,0.010568346364741762,0.4105070232658535,1834.705065102446
43,34.81715035399104,0.1515838767694645,0.7375033968120065,0.7559386739901179,510.5414101236489
52,32.244932254033216,0.11636359661107072,0.15309775519931046,0.3245350875696931,531.626584116951
104,30.36492304339573,0.07706274448461009,0.034732918998490084,0.5114894847971398,1165.5773395537367
18,35.338337073897016,0.07121552441011192,0.02692363926374117,0.32806489601375843,1062.4217348368081
84,25.89100321082705,0.10282167902193112,0.0742892397358076,0.496873058622849,927.9480364183353
33,36.61805610836997,0.05857004485495905,0.11508345993366036,0.4174756908509471,789.6353557241182
44,24.946758742072355,0.09935128359505002,0.008382189343587098,0.0,1360.5779094902625
22,25.952475707436953,0.09375798895054713,0.010718202839067695,0.3738075532054309,1280.1985545533926
